age_group,country,first_trip_tz,ID,info_source,main_activity,most_impressing,Sum of night_mainland,Sum of night_zanzibar,package_accomodation,package_food,package_guided_tour,package_insurance,package_sightseeing,package_transport_int,package_transport_tz,payment_mode,purpose,Sum of total_cost,Sum of Total_days,Sum of total_female,Sum of total_male,Sum of Total_tourists,tour_arrangement,travel_with
25-44,UNITED STATES OF AMERICA,Yes,tour_554,"Friends, relatives",Wildlife tourism,"Wonderful Country, Landscape, Nature",9,6,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,9945000,15,2,0,2,Independent,Spouse
25-44,UNITED STATES OF AMERICA,Yes,tour_5561,"Friends, relatives",Conference tourism,Good service,10,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,331500,10,1,1,2,Independent,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_5575,others,Wildlife tourism, Wildlife,0,5,No,No,No,No,No,No,No,Cash,Leisure and Holidays,24696750,5,2,1,3,Independent,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_5636,others,Wildlife tourism,No comments,15,5,No,No,No,No,No,No,No,Cash,Leisure and Holidays,27348750,20,3,2,5,Independent,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_5662,"Friends, relatives",Wildlife tourism,"Wonderful Country, Landscape, Nature",22,0,No,No,No,No,No,No,No,Cash,Business,6795750,22,0,1,1,Independent,Uknown
25-44,UNITED STATES OF AMERICA,Yes,tour_5699,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",4,0,No,No,No,No,No,No,No,Credit Card,Leisure and Holidays,8287500,4,0,1,1,Independent,Alone
25-44,UNITED STATES OF AMERICA,Yes,tour_5757,"Friends, relatives",Wildlife tourism, Wildlife,5,4,No,No,No,No,No,No,No,Cash,Leisure and Holidays,339787.5,9,1,1,2,Independent,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_5894,"Radio, TV, Web",Wildlife tourism,Good service,6,7,No,No,No,No,No,No,No,Cash,Leisure and Holidays,12182625,13,1,1,2,Independent,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_5901,others,Conference tourism,Good service,9,0,Yes,Yes,Yes,No,Yes,No,Yes,Credit Card,Leisure and Holidays,8121750,9,0,1,1,Package Tour,Alone
25-44,UNITED STATES OF AMERICA,Yes,tour_5927,"Friends, relatives",Conference tourism,Friendly People,12,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,36465000,12,1,0,1,Independent,Uknown
25-44,UNITED STATES OF AMERICA,Yes,tour_5940,"Travel, agent, tour operator",Wildlife tourism, Wildlife,6,3,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,7044375,9,2,0,2,Package Tour,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_5954,"Travel, agent, tour operator",Conference tourism,Good service,15,5,Yes,No,No,No,Yes,Yes,No,Cash,Leisure and Holidays,86190000,20,4,6,10,Package Tour,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_5979,"Friends, relatives",Wildlife tourism,Friendly People,14,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,3497325,14,1,1,2,Independent,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_5987,"Travel, agent, tour operator",Conference tourism,Good service,10,0,Yes,No,Yes,No,Yes,No,No,Cash,Leisure and Holidays,8287500,10,0,1,1,Package Tour,Uknown
25-44,UNITED STATES OF AMERICA,Yes,tour_5989,others,Conference tourism,"Wonderful Country, Landscape, Nature",14,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,2320500,14,0,1,1,Package Tour,Uknown
25-44,UNITED STATES OF AMERICA,Yes,tour_6011,"Travel, agent, tour operator",Wildlife tourism,No comments,4,10,Yes,No,Yes,Yes,No,Yes,Yes,Credit Card,Leisure and Holidays,51382500,14,2,4,6,Package Tour,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_6037,"Travel, agent, tour operator",Wildlife tourism, Wildlife,6,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,12099750,6,1,0,1,Package Tour,Alone
25-44,UNITED STATES OF AMERICA,Yes,tour_6097,"Friends, relatives",Bird watching,No comments,9,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,11602500,12,2,1,3,Package Tour,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_617,"Friends, relatives",Cultural tourism,Friendly People,15,5,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,944775,20,3,1,4,Independent,Spouse and Children
25-44,UNITED STATES OF AMERICA,Yes,tour_684,"Travel, agent, tour operator",Wildlife tourism, Wildlife,7,4,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,3812250,11,1,1,2,Package Tour,Spouse
25-44,UNITED STATES OF AMERICA,Yes,tour_699,"Radio, TV, Web",Wildlife tourism, Wildlife,3,3,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,8701875,6,2,0,2,Package Tour,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_752,others,Wildlife tourism,No comments,14,3,No,No,No,No,No,No,No,Cash,Leisure and Holidays,828750,17,1,1,2,Independent,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_792,others,Beach tourism,No comments,3,4,No,No,No,No,No,No,No,Cash,Leisure and Holidays,2320500,7,1,1,2,Independent,Spouse
25-44,UNITED STATES OF AMERICA,Yes,tour_809,"Friends, relatives",Beach tourism, Wildlife,6,5,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,2552550,11,1,0,1,Independent,Alone
25-44,UNITED STATES OF AMERICA,Yes,tour_821,"Travel, agent, tour operator",Wildlife tourism, Wildlife,7,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Cash,Visiting Friends and Relatives,2734875,7,1,0,1,Package Tour,Alone
25-44,UNITED STATES OF AMERICA,Yes,tour_851,"Friends, relatives",Beach tourism, Wildlife,4,0,No,No,No,No,No,No,No,Cash,Scientific and Academic,497250,4,1,0,1,Independent,Alone
25-44,UNITED STATES OF AMERICA,Yes,tour_852,"Radio, TV, Web",Conference tourism,Good service,11,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,6630000,11,1,1,2,Independent,Uknown
25-44,UNITED STATES OF AMERICA,Yes,tour_883,others,Wildlife tourism,"Wonderful Country, Landscape, Nature",7,6,No,No,No,No,No,No,No,Cash,Leisure and Holidays,4143750,13,1,1,2,Independent,Friends/Relatives
25-44,UNITED STATES OF AMERICA,Yes,tour_93,"Radio, TV, Web",Cultural tourism,Friendly People,0,4,No,No,No,No,No,No,No,Credit Card,Leisure and Holidays,700000,4,1,0,1,Independent,Uknown
25-44,UNITED STATES OF AMERICA,Yes,tour_932,others,Hunting tourism, Wildlife,9,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,3315000,9,0,1,1,Independent,Alone
25-44,UNITED STATES OF AMERICA,Yes,tour_994,"Travel, agent, tour operator",Wildlife tourism,Friendly People,11,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,10690875,11,1,1,2,Package Tour,Spouse
25-44,URUGUAY,Yes,tour_5468,"Radio, TV, Web",Beach tourism,"Wonderful Country, Landscape, Nature",0,10,No,No,No,No,No,No,No,Cash,Leisure and Holidays,165750,10,1,1,2,Independent,Friends/Relatives
25-44,ZAMBIA,No,tour_142,others,Wildlife tourism,"Wonderful Country, Landscape, Nature",14,0,No,No,No,No,No,No,No,Cash,Business,1243125,14,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_2076,"Radio, TV, Web",Hunting tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Other,400000,2,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_2084,"Friends, relatives",Beach tourism,Friendly People,12,0,No,No,No,No,No,No,No,Cash,Business,1300000,12,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_2138,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,1201687.5,4,0,2,2,Independent,Friends/Relatives
25-44,ZAMBIA,No,tour_2140,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,171000,2,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_2144,others,Wildlife tourism,Friendly People,6,0,No,No,No,No,No,No,No,Cash,Business,306000,6,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_2187,Trade fair,Wildlife tourism,No comments,14,0,No,No,No,No,No,No,No,Cash,Business,1989000,14,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_2237,"Friends, relatives",Wildlife tourism,Friendly People,5,0,No,No,No,No,No,No,No,Credit Card,Business,1657500,5,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_2482,others,Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,116025,3,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_2516,"Travel, agent, tour operator",Mountain climbing, Wildlife,2,0,No,No,No,No,No,No,No,Cash,Business,994500,2,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3052,"Friends, relatives",Bird watching,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,270000,2,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3070,"Travel, agent, tour operator",Hunting tourism, Wildlife,1,0,No,No,No,No,No,No,No,Cash,Other,175000,1,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3162,"Friends, relatives",Hunting tourism,No comments,7,0,No,No,No,No,No,No,No,Cash,Business,5000000,7,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3167,"Friends, relatives",Wildlife tourism, Wildlife,3,0,No,No,No,No,No,No,No,Cash,Business,410000,3,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3246,"Newspaper, magazines,brochures",Hunting tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Other,150000,2,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3275,"Radio, TV, Web",Wildlife tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Business,1160250,3,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_3463,"Newspaper, magazines,brochures",Hunting tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Other,150000,2,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3505,"Friends, relatives",Wildlife tourism, Wildlife,4,0,No,No,No,No,No,No,No,Cash,Business,120000,4,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3522,"Friends, relatives",Hunting tourism,No comments,10,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,497250,10,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3538,"Friends, relatives",Wildlife tourism,No comments,7,0,No,No,No,No,No,No,No,Cash,Business,1000000,7,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3559,others,Hunting tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,116025,2,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3569,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,270000,3,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_3737,"Friends, relatives",Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Other,365000,3,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3809,Trade fair,Diving and Sport Fishing,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,600000,3,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3862,"Newspaper, magazines,brochures",Beach tourism, Wildlife,3,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,6630000,3,0,2,2,Independent,Friends/Relatives
25-44,ZAMBIA,No,tour_3913,"Friends, relatives",Beach tourism,Friendly People,6,0,No,No,No,No,No,No,No,Credit Card,Visiting Friends and Relatives,2652600,6,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3978,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,90000,2,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_3994,"Friends, relatives",Wildlife tourism,Excellent Experience,2,0,No,No,No,No,No,No,No,Cash,Business,470000,2,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_4005,others,Mountain climbing,No comments,3,0,No,No,No,No,No,No,No,Cash,Business,497250,3,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_4052,"Friends, relatives",Hunting tourism,Good service,10,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,160000,10,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_4060,"Travel, agent, tour operator",Hunting tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Other,200000,2,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_4071,Tanzania Mission Abroad,Wildlife tourism,Friendly People,7,0,No,No,No,No,No,No,No,Cash,Business,1945905,7,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_4074,"Travel, agent, tour operator",Hunting tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,550000,3,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_4091,"Friends, relatives",Beach tourism,Friendly People,2,5,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,8453250,7,1,1,2,Package Tour,Spouse
25-44,ZAMBIA,No,tour_4125,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,240000,3,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_4140,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,125000,4,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_4223,"Friends, relatives",Hunting tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,1491750,3,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_4225,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,1657500,4,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_4252,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,704437.5,4,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_4315,"Friends, relatives",Wildlife tourism,Good service,9,0,No,No,No,No,No,No,No,Cash,Business,655000,9,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_4518,"Travel, agent, tour operator",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,150000,2,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_4678,"Friends, relatives",Wildlife tourism, Wildlife,4,0,No,No,No,No,No,No,No,Credit Card,Business,135000,4,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_4693,"Newspaper, magazines,brochures",Wildlife tourism,No comments,7,0,No,No,No,No,No,No,No,Cash,Business,210000,7,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_4699,"Friends, relatives",Beach tourism, Wildlife,2,0,No,No,No,No,No,No,No,Cash,Business,272000,2,0,2,2,Independent,Friends/Relatives
25-44,ZAMBIA,No,tour_4893,"Friends, relatives",Cultural tourism,No comments,1,0,No,No,No,No,No,No,No,Cash,Business,497250,1,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5072,"Friends, relatives",Hunting tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,50000,3,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_5149,"Friends, relatives",Wildlife tourism,Friendly People,7,0,No,No,No,No,No,No,No,Cash,Business,140000,7,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_5200,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,7,0,No,No,No,No,No,No,No,Cash,Business,550000,7,1,1,2,Independent,Spouse
25-44,ZAMBIA,No,tour_5206,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,200000,3,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5241,"Friends, relatives",Hunting tourism,Friendly People,60,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,500000,60,1,0,1,Independent,Uknown
25-44,ZAMBIA,No,tour_5243,"Friends, relatives",Hunting tourism,Friendly People,1,0,No,No,No,No,No,No,No,Cash,Other,130000,1,0,2,2,Independent,Friends/Relatives
25-44,ZAMBIA,No,tour_5246,"Friends, relatives",Wildlife tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Business,779025,3,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_5277,"Friends, relatives",Wildlife tourism,Friendly People,7,0,No,No,No,No,No,No,No,Cash,Business,704314.8,7,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5366,"Friends, relatives",Beach tourism,Friendly People,11,0,No,No,No,No,No,No,No,Cash,Business,828750,11,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5382,"Friends, relatives",Hunting tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Business,350000,5,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5400,"Radio, TV, Web",Wildlife tourism,No comments,1,0,No,No,No,No,No,No,No,Cash,Business,3315000,1,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5467,"Friends, relatives",Wildlife tourism,No comments,6,0,No,No,No,No,No,No,No,Cash,Business,22555000,6,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_5484,others,Hunting tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Other,497250,5,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5485,"Friends, relatives",Wildlife tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Business,1170000,3,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_5515,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Business,1160250,5,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5522,"Friends, relatives",Wildlife tourism,Friendly People,7,0,No,No,No,No,No,No,No,Cash,Business,550000,7,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5532,"Friends, relatives",Wildlife tourism, Wildlife,5,3,No,No,No,No,No,No,No,Cash,Business,1454900,8,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_5542,"Newspaper, magazines,brochures",Cultural tourism,Good service,3,0,No,No,No,No,No,No,No,Cash,Business,1050000,3,0,2,2,Independent,Friends/Relatives
25-44,ZAMBIA,No,tour_5577,"Friends, relatives",Wildlife tourism,No comments,4,0,No,No,No,No,No,No,No,Cash,Business,50000,4,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5608,"Friends, relatives",Wildlife tourism,"Wonderful Country, Landscape, Nature",7,0,No,No,No,No,No,No,No,Cash,Business,445000,7,0,3,3,Independent,Friends/Relatives
25-44,ZAMBIA,No,tour_5622,"Friends, relatives",Wildlife tourism, Wildlife,10,0,No,No,No,No,No,No,No,Cash,Business,543600,10,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_5640,"Friends, relatives",Wildlife tourism,Excellent Experience,5,0,No,No,No,No,No,No,No,Cash,Business,6132750,5,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5648,inflight magazines,Wildlife tourism,"Wonderful Country, Landscape, Nature",3,0,No,No,No,No,No,No,No,Cash,Business,3315000,3,1,1,2,Independent,Spouse
25-44,ZAMBIA,No,tour_5649,"Friends, relatives",Hunting tourism,"Wonderful Country, Landscape, Nature",2,0,No,No,No,No,No,No,No,Cash,Other,500000,2,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5668,"Newspaper, magazines,brochures",Beach tourism,Good service,3,0,No,No,No,No,No,No,No,Cash,Business,50000,3,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5669,"Friends, relatives",Hunting tourism,Excellent Experience,4,0,No,No,No,No,No,No,No,Cash,Other,622400,4,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_5691,"Friends, relatives",Bird watching,Excellent Experience,10,0,No,No,No,No,No,No,No,Cash,Business,82875,10,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_5865,"Travel, agent, tour operator",Beach tourism,No comments,7,0,No,No,No,No,No,No,No,Cash,Business,331500,7,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_5866,"Newspaper, magazines,brochures",Wildlife tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Business,130000,3,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_6114,"Friends, relatives",Hunting tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,500000,5,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6117,"Friends, relatives",Mountain climbing,Friendly People,1,0,No,No,No,No,No,No,No,Cash,Business,1160250,1,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_6119,"Friends, relatives",Wildlife tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Business,300000,5,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_6121,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,2605500,4,2,0,2,Independent,Friends/Relatives
25-44,ZAMBIA,No,tour_6134,"Friends, relatives",Wildlife tourism,Good service,3,0,No,No,No,No,No,No,No,Cash,Business,1574625,3,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6137,"Friends, relatives",Wildlife tourism,No comments,4,0,No,No,No,No,No,No,No,Cash,Business,320000,4,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_6158,"Travel, agent, tour operator",Wildlife tourism,Friendly People,3,0,Yes,Yes,Yes,Yes,No,No,Yes,Cash,Business,291200,3,0,2,2,Package Tour,Friends/Relatives
25-44,ZAMBIA,No,tour_6177,"Travel, agent, tour operator",Wildlife tourism, Wildlife,3,0,No,No,No,No,No,No,No,Cash,Business,355000,3,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_6180,"Friends, relatives",Hunting tourism, Wildlife,3,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,420000,3,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_6182,"Friends, relatives",Beach tourism, Wildlife,3,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,200000,3,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_6185,others,Hunting tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Other,256000,4,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_6186,"Travel, agent, tour operator",Wildlife tourism,Friendly People,6,0,No,No,No,No,No,No,No,Cash,Business,2486250,6,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6189,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,130000,2,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_6196,"Friends, relatives",Wildlife tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Business,1657500,5,1,0,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6197,"Friends, relatives",Beach tourism, Wildlife,29,0,No,No,No,No,No,No,No,Cash,Other,1050000,29,0,3,3,Independent,Children
25-44,ZAMBIA,No,tour_6198,"Friends, relatives",Hunting tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,120000,3,1,1,2,Independent,Spouse
25-44,ZAMBIA,No,tour_6211,others,Wildlife tourism,No comments,12,0,No,No,No,No,No,No,No,Cash,Business,727600,12,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6214,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,2740000,4,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6217,"Friends, relatives",Wildlife tourism,Friendly People,6,0,No,No,No,No,No,No,No,Cash,Business,3205000,6,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_6230,"Friends, relatives",Bird watching,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,1002787.5,4,0,2,2,Independent,Friends/Relatives
25-44,ZAMBIA,No,tour_6249,"Friends, relatives",Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,443600,3,1,1,2,Independent,Spouse
25-44,ZAMBIA,No,tour_6255,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Other,440000,2,0,2,2,Independent,Friends/Relatives
25-44,ZAMBIA,No,tour_6257,"Friends, relatives",Wildlife tourism,Good service,3,0,No,No,No,No,No,No,No,Cash,Business,422662.5,3,0,2,2,Independent,Children
25-44,ZAMBIA,No,tour_6275,"Friends, relatives",Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,210000,3,1,0,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6278,"Friends, relatives",Hunting tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Other,50000,3,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6299,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,165000,4,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6312,"Friends, relatives",Wildlife tourism,Good service,1,0,No,No,No,No,No,No,No,Cash,Business,405000,1,1,1,2,Independent,Spouse
25-44,ZAMBIA,No,tour_6318,"Friends, relatives",Bird watching,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,994500,3,0,2,2,Independent,Friends/Relatives
25-44,ZAMBIA,No,tour_6325,"Friends, relatives",Hunting tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,828750,4,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_6359,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,2038725,4,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_6376,"Friends, relatives",Wildlife tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,539500,3,1,0,1,Independent,Alone
25-44,ZAMBIA,No,tour_6385,"Friends, relatives",Hunting tourism,Friendly People,6,0,No,No,No,No,No,No,No,Cash,Other,1300000,6,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_6389,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,635000,4,0,1,1,Independent,Alone
25-44,ZAMBIA,No,tour_6390,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,450000,4,1,0,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6414,"Friends, relatives",Wildlife tourism,Excellent Experience,1,0,No,No,No,No,No,No,No,Cash,Business,9339000,1,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6420,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,325000,4,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6439,"Newspaper, magazines,brochures",Wildlife tourism,Good service,1,0,No,No,No,No,No,No,No,Credit Card,Business,50300,1,0,1,1,Independent,Uknown
25-44,ZAMBIA,No,tour_6450,"Travel, agent, tour operator",Wildlife tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Business,720000,5,0,1,1,Independent,Uknown
